failure_code,failure_name,assignment_role,failure_score,workflow_name,workflow_family,canonical_operating_system,industry_name,industry_rank_2025_gross_output,dominant_root_cause,systems_of_record_categories,workflow_document
SF-05,Handoff and Approval Latency,Primary,16.0,Performance Management,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,19,Organizational,EPM and Financial Consolidation | ERP | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/performance-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Performance Management,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,19,Organizational,EPM and Financial Consolidation | ERP | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/performance-management.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Performance Management,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,19,Organizational,EPM and Financial Consolidation | ERP | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/performance-management.md
SF-01,Exception-Path Breakdown,Primary,15.0,Point-of-Sale and Loyalty Operations,Customer and Experience Operations,Retail and Service Commerce,Food and beverage stores,40,Legacy Architecture,POS and Payments | ERP | Supply Chain Planning | Warehouse Management System,knowledge/research/workflow-library/workflows/point-of-sale-and-loyalty-operations.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Point-of-Sale and Loyalty Operations,Customer and Experience Operations,Retail and Service Commerce,Food and beverage stores,40,Legacy Architecture,POS and Payments | ERP | Supply Chain Planning | Warehouse Management System,knowledge/research/workflow-library/workflows/point-of-sale-and-loyalty-operations.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Point-of-Sale and Loyalty Operations,Customer and Experience Operations,Retail and Service Commerce,Food and beverage stores,40,Legacy Architecture,POS and Payments | ERP | Supply Chain Planning | Warehouse Management System,knowledge/research/workflow-library/workflows/point-of-sale-and-loyalty-operations.md
SF-01,Exception-Path Breakdown,Primary,15.0,Point-of-Sale and Order Flow,Customer and Experience Operations,Retail and Service Commerce,Food services and drinking places,10,Legacy Architecture,POS and Payments | Restaurant Back Office and Inventory | HCM / Workforce Management,knowledge/research/workflow-library/workflows/point-of-sale-and-order-flow.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Point-of-Sale and Order Flow,Customer and Experience Operations,Retail and Service Commerce,Food services and drinking places,10,Legacy Architecture,POS and Payments | Restaurant Back Office and Inventory | HCM / Workforce Management,knowledge/research/workflow-library/workflows/point-of-sale-and-order-flow.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Point-of-Sale and Order Flow,Customer and Experience Operations,Retail and Service Commerce,Food services and drinking places,10,Legacy Architecture,POS and Payments | Restaurant Back Office and Inventory | HCM / Workforce Management,knowledge/research/workflow-library/workflows/point-of-sale-and-order-flow.md
SF-04,Human Judgment Under Incomplete Information,Primary,17.5,Policy Administration,"Risk, Compliance, and Reporting",Risk Underwriting and Claims Administration,Insurance carriers and related activities,8,Regulatory,Policy Administration | Claims Management | Underwriting and Rating | CRM,knowledge/research/workflow-library/workflows/policy-administration.md
SF-07,Compliance and Evidence Burden,Secondary,11.5,Policy Administration,"Risk, Compliance, and Reporting",Risk Underwriting and Claims Administration,Insurance carriers and related activities,8,Regulatory,Policy Administration | Claims Management | Underwriting and Rating | CRM,knowledge/research/workflow-library/workflows/policy-administration.md
SF-03,Decision Context Escapes the Record,Secondary,9.0,Policy Administration,"Risk, Compliance, and Reporting",Risk Underwriting and Claims Administration,Insurance carriers and related activities,8,Regulatory,Policy Administration | Claims Management | Underwriting and Rating | CRM,knowledge/research/workflow-library/workflows/policy-administration.md
SF-02,Cross-System Reconciliation,Primary,13.0,Portfolio and Order Management,Governance and Portfolio Operations,Capital Markets and Investment Management,"Securities, commodity contracts, and investments",15,Technical,Portfolio and Order Management | Trading and Market Data | CRM | Investor Reporting and Performance,knowledge/research/workflow-library/workflows/portfolio-and-order-management.md
SF-03,Decision Context Escapes the Record,Secondary,11.0,Portfolio and Order Management,Governance and Portfolio Operations,Capital Markets and Investment Management,"Securities, commodity contracts, and investments",15,Technical,Portfolio and Order Management | Trading and Market Data | CRM | Investor Reporting and Performance,knowledge/research/workflow-library/workflows/portfolio-and-order-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Portfolio and Order Management,Governance and Portfolio Operations,Capital Markets and Investment Management,"Securities, commodity contracts, and investments",15,Technical,Portfolio and Order Management | Trading and Market Data | CRM | Investor Reporting and Performance,knowledge/research/workflow-library/workflows/portfolio-and-order-management.md
SF-04,Human Judgment Under Incomplete Information,Primary,11.0,Pricing and Promotion Management,Customer and Experience Operations,Retail and Service Commerce,Other retail,7,Technical,Commerce Platform | ERP | Order Management System | Warehouse Management System,knowledge/research/workflow-library/workflows/pricing-and-promotion-management.md
SF-05,Handoff and Approval Latency,Primary,13.0,Pricing and Quoting,"Access, Intake, and Contracting",Distribution and Trade Operations,Wholesale trade,2,Technical,ERP | Supply Chain Planning | Warehouse Management System | Order Management System,knowledge/research/workflow-library/workflows/pricing-and-quoting.md
SF-04,Human Judgment Under Incomplete Information,Secondary,11.0,Pricing and Quoting,"Access, Intake, and Contracting",Distribution and Trade Operations,Wholesale trade,2,Technical,ERP | Supply Chain Planning | Warehouse Management System | Order Management System,knowledge/research/workflow-library/workflows/pricing-and-quoting.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Pricing and Quoting,"Access, Intake, and Contracting",Distribution and Trade Operations,Wholesale trade,2,Technical,ERP | Supply Chain Planning | Warehouse Management System | Order Management System,knowledge/research/workflow-library/workflows/pricing-and-quoting.md
SF-08,Multi-Party Trust and Dependency Gaps,Primary,14.0,Procurement and Prep Management,Sourcing and Supply,Retail and Service Commerce,Food services and drinking places,10,Economic,POS and Payments | Restaurant Back Office and Inventory | HCM / Workforce Management,knowledge/research/workflow-library/workflows/procurement-and-prep-management.md
SF-03,Decision Context Escapes the Record,Secondary,9.0,Procurement and Prep Management,Sourcing and Supply,Retail and Service Commerce,Food services and drinking places,10,Economic,POS and Payments | Restaurant Back Office and Inventory | HCM / Workforce Management,knowledge/research/workflow-library/workflows/procurement-and-prep-management.md
SF-01,Exception-Path Breakdown,Secondary,7.0,Procurement and Prep Management,Sourcing and Supply,Retail and Service Commerce,Food services and drinking places,10,Economic,POS and Payments | Restaurant Back Office and Inventory | HCM / Workforce Management,knowledge/research/workflow-library/workflows/procurement-and-prep-management.md
SF-08,Multi-Party Trust and Dependency Gaps,Primary,14.0,Procurement and Replenishment,Sourcing and Supply,Distribution and Trade Operations,Wholesale trade,2,Economic,ERP | Supply Chain Planning | Warehouse Management System | Order Management System,knowledge/research/workflow-library/workflows/procurement-and-replenishment.md
SF-03,Decision Context Escapes the Record,Secondary,9.0,Procurement and Replenishment,Sourcing and Supply,Distribution and Trade Operations,Wholesale trade,2,Economic,ERP | Supply Chain Planning | Warehouse Management System | Order Management System,knowledge/research/workflow-library/workflows/procurement-and-replenishment.md
SF-01,Exception-Path Breakdown,Secondary,7.0,Procurement and Replenishment,Sourcing and Supply,Distribution and Trade Operations,Wholesale trade,2,Economic,ERP | Supply Chain Planning | Warehouse Management System | Order Management System,knowledge/research/workflow-library/workflows/procurement-and-replenishment.md
SF-03,Decision Context Escapes the Record,Primary,10.0,Product Lifecycle and Engineering Management,"Product, Content, and Engineering",Product Manufacturing and Lifecycle Operations,"Electrical equipment, appliances, and components",50,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/product-lifecycle-and-engineering-management.md
SF-02,Cross-System Reconciliation,Secondary,9.0,Product Lifecycle and Engineering Management,"Product, Content, and Engineering",Product Manufacturing and Lifecycle Operations,"Electrical equipment, appliances, and components",50,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/product-lifecycle-and-engineering-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,6.0,Product Lifecycle and Engineering Management,"Product, Content, and Engineering",Product Manufacturing and Lifecycle Operations,"Electrical equipment, appliances, and components",50,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/product-lifecycle-and-engineering-management.md
SF-03,Decision Context Escapes the Record,Primary,10.0,Product and Content Development,"Product, Content, and Engineering","IP, Subscription, and Rights Management","Publishing industries, except internet (includes software)",22,Legacy Architecture,CRM | Billing and Subscription Management | ERP | Service Management,knowledge/research/workflow-library/workflows/product-and-content-development.md
